Year,GMSL,SigmaError
1905.75,-148.7844116,24.84375739
1905.833333,-147.8246096,24.83139446
1905.916667,-149.2232205,24.81906136
1906,-148.6948291,24.79626933
1906.083333,-146.7407862,24.78393137
1906.166667,-148.7481062,24.77159357
1906.25,-149.5786241,24.75925593
1906.333333,-148.5107764,24.74691845
1906.416667,-148.8810687,24.73458114
1906.5,-148.4820015,24.72221611
1906.583333,-148.8626392,24.70987911
1906.666667,-148.6579446,24.69754227
1906.75,-149.597752,24.6852056
1906.833333,-147.7977515,24.67286909
1906.916667,-149.1880834,24.70096111
1907,-149.3397093,24.68864513
1907.083333,-148.1694941,24.67632934
1907.166667,-149.0205446,24.66401373
1907.25,-146.9122592,24.65169831
1907.333333,-144.4347792,24.63938308
1907.416667,-146.8042635,24.62717864
1907.5,-145.4638964,24.61486383
1907.583333,-145.1632416,24.60254921
1907.666667,-145.0779938,24.59023478
1907.75,-145.3423958,24.57792053
1907.833333,-146.7439792,24.56560647
1907.916667,-144.8493257,24.5532926
1908,-145.6719599,24.50019263
1908.083333,-145.7314831,24.48786436
1908.166667,-143.0886561,24.47553053
1908.25,-144.6556996,24.46319113
1908.333333,-144.2967329,24.4499567
1908.416667,-145.4041737,24.43762292
1908.5,-142.6316153,24.42528931
1908.583333,-144.8770633,24.41446649
1908.666667,-144.8612934,24.40213398
1908.75,-145.9424681,24.38980164
1908.833333,-145.5922661,24.37746947
1908.916667,-144.6967792,24.36362379
1909,-147.0368976,24.35123683
1909.083333,-145.9007016,24.33890438
1909.166667,-143.2280313,24.32643123
1909.25,-145.5531407,24.31409905
1909.333333,-143.4696735,24.30176705
1909.416667,-143.058816,24.28943521
1909.5,-146.216584,24.27710355
1909.583333,-145.5217018,24.26477205
1909.666667,-144.4663688,24.25244073
1909.75,-146.0223129,24.23892681
1909.833333,-146.0276012,24.22659523
1909.916667,-145.4220492,24.25307128
1910,-146.1535251,24.24244071
1910.083333,-146.3028662,24.23013027
1910.166667,-144.0190801,24.21625646
1910.25,-145.287736,24.20394561
1910.333333,-143.7739565,24.19165142
1910.416667,-144.4265426,24.17916966
1910.5,-143.3564725,24.16685932
1910.583333,-144.5575154,24.15429477
1910.666667,-144.5389563,24.14198469
1910.75,-144.3827249,24.12968966
1910.833333,-142.498116,24.11737997
1910.916667,-141.6807732,24.10507048
1911,-144.6011465,24.09273437
1911.083333,-144.8774421,24.08042526
1911.166667,-141.6042581,24.06814436
1911.25,-142.1165642,24.05099134
1911.333333,-142.7231582,24.03864304
1911.416667,-140.5295935,24.02657197
1911.5,-139.3302815,24.01426148
1911.583333,-139.5233607,24.00277187
1911.666667,-140.7137864,23.99128242
1911.75,-139.207765,23.97979315
1911.833333,-140.0855915,23.96830405
1911.916667,-139.8942086,23.95855769
1912,-139.1414585,23.94560301
1912.083333,-141.2686568,23.93390512
1912.166667,-140.0667041,23.92241674
1912.25,-140.3438917,23.91092853
1912.333333,-141.2194202,23.89944049
1912.416667,-139.263375,23.88795263
1912.5,-140.848122,23.83902525
1912.583333,-139.8130669,23.82669786
1912.666667,-140.5532545,23.81437066
1912.75,-140.2803442,23.80204363
1912.833333,-140.8858874,23.78971679
1912.916667,-141.4185787,23.81492671
1913,-140.0832608,23.80206403
1913.083333,-141.0782209,23.7897569
1913.166667,-142.0051922,23.77744997
1913.25,-139.9707052,23.7278766
1913.333333,-139.2037515,23.71555073
1913.416667,-139.7266786,23.74053039
1913.5,-137.7599563,23.72822427
1913.583333,-137.6915515,23.71591836
1913.666667,-138.0088916,23.70361264
1913.75,-139.1989557,23.69130713
1913.833333,-139.4294074,23.68048786
1913.916667,-138.228558,23.66818756
1914,-139.6592216,23.65282816
1914.083333,-137.0307689,23.64052265
1914.166667,-136.4287178,23.62821735
1914.25,-139.1511258,23.57821445
1914.333333,-138.1444404,23.5658733
1914.416667,-137.8017636,23.55354889
1914.5,-137.3268451,23.54122468
1914.583333,-136.2677461,23.52972224
1914.666667,-139.1268658,23.51821996
1914.75,-138.7341716,23.50671785
1914.833333,-138.9208628,23.4952159
1914.916667,-138.8417663,23.48371418
1915,-134.0322939,23.47221256
1915.083333,-135.8298268,23.4607111
1915.166667,-135.8350434,23.44920973
1915.25,-137.144406,23.44117344
1915.333333,-138.5663283,23.42800163
1915.416667,-136.3264929,23.4165017
1915.5,-136.3783454,23.40500194
1915.583333,-135.6452847,23.39268095
1915.666667,-135.7084338,23.38036015
1915.75,-135.7500984,23.36803954
1915.833333,-137.0197013,23.35571913
1915.916667,-137.4252007,23.34570818
1916,-140.5991474,23.33305283
1916.083333,-135.8341708,23.32073432
1916.166667,-135.4598774,23.30841572
1916.25,-136.0357896,23.2960973
1916.333333,-135.6212774,23.28377908
1916.416667,-135.5566911,23.26783166
1916.5,-137.6278937,23.2555119
1916.583333,-136.8049646,23.24319233
1916.666667,-138.498847,23.23179069
1916.75,-138.0929824,23.21947211
1916.833333,-137.7148719,23.20715361
1916.916667,-136.95901,23.1950504
1917,-137.1938419,23.17930541
1917.083333,-137.2405701,23.16680382
1917.166667,-136.7443512,23.15448429
1917.25,-136.8928193,23.14193166
1917.333333,-136.2571543,23.16841287
1917.416667,-136.1953237,23.15611445
1917.5,-135.1640616,23.10497445
1917.583333,-136.780622,23.09265577
1917.666667,-137.3782415,23.08033729
1917.75,-135.3320443,23.068019
1917.833333,-136.6011107,23.05470244
1917.916667,-134.208905,23.04238402
1918,-135.7522613,23.03006578
1918.083333,-136.9407911,23.01774775
1918.166667,-135.3501779,23.0054299
1918.25,-134.4945961,22.99364512
1918.333333,-133.6386937,22.98132796
1918.416667,-131.7715125,22.969011
1918.5,-131.4367311,22.95669404
1918.583333,-133.6386456,22.94519857
